unique_id,fiscal_year,agency,sub_agency,program,sub_program,sub_program_2,sub_program_3,budget_source,budget_stage,granularity,amount_millions,funding_type,program_status,is_non_add,source_id,source_page,"fte_center_abbrev	",fte_work_unit,fte_work_unit_certainty,fte_pct_rifd,fte_currently_rifd_count,fte_not_impacted,fte_admin_leave,fte_reinstated,fte_separated,fte_unclear,fte_total_fte
CDC-001982,2026,HHS,CDC,Environmental Health,Environmental Health Laboratory,,,Joint Explanatory Statement,Enacted,sub_program_level,70.8,Discretionary,Active,No,S021,102,NCEH,Division of Laboratory Sciences,High,0,0,282,,,,,282
CDC-001983,2026,HHS,CDC,Environmental Health,Environmental and Health Outcome Tracking Network,,,Joint Explanatory Statement,Enacted,sub_program_level,34,Discretionary,Active,No,S021,102,NCEH,Division of Environmental Health Science and Practice,High,0,0,,,171,,,171
CDC-001984,2026,HHS,CDC,Environmental Health,Lead Exposure Registry,,,Joint Explanatory Statement,Enacted,sub_program_level,5,Discretionary,Active,No,S021,102,NCEH,Division of Environmental Health Science and Practice,High,0,0,,,171,,,171
CDC-001985,2026,HHS,CDC,Environmental Health,Safe Water,,,Joint Explanatory Statement,Enacted,sub_program_level,8.6,Discretionary,Active,No,S021,102,NCEH,Division of Environmental Health Science and Practice,High,0,0,,,171,,,171
CDC-001986,2026,HHS,CDC,Environmental Health,Trevor's Law,,,Joint Explanatory Statement,Enacted,sub_program_level,3,Discretionary,Active,No,S021,102,NCEH,Division of Environmental Health Science and Practice,High,0,0,,,171,,,171
CDC-001987,2026,HHS,CDC,Environmental Health,Environmental Health Laboratory,Newborn Screening Quality Assurance Program,,Joint Explanatory Statement,Enacted,sub_program_2_level,21,Discretionary,Active,Non-add,S021,102,NCEH,Division of Laboratory Sciences,High,0,0,282,,,,,282
CDC-001988,2026,HHS,CDC,Environmental Health,Environmental Health Laboratory,Newborn Screening/Severe Combined Immunodeficiency Diseases,,Joint Explanatory Statement,Enacted,sub_program_2_level,1.3,Discretionary,Active,Non-add,S021,102,NCEH,Division of Laboratory Sciences,High,0,0,282,,,,,282
CDC-001991,2026,HHS,CDC,Injury Prevention and Control,Adverse Childhood Experiences,,,Joint Explanatory Statement,Enacted,sub_program_level,9,Discretionary,Active,No,S021,114,NCIPC,Division of Violence Prevention,High,54,93,46,,33,93,,172
CDC-001992,2026,HHS,CDC,Injury Prevention and Control,Domestic Violence Community Projects,,,Joint Explanatory Statement,Enacted,sub_program_level,7.5,Discretionary,Active,No,S021,114,NCIPC,Division of Violence Prevention,High,54,93,46,,33,93,,172
CDC-001993,2026,HHS,CDC,Injury Prevention and Control,Domestic Violence and Sexual Violence,,,Joint Explanatory Statement,Enacted,sub_program_level,38.2,Discretionary,Active,No,S021,114,NCIPC,Division of Violence Prevention,High,54,93,46,,33,93,,172
CDC-001994,2026,HHS,CDC,Injury Prevention and Control,Drowning,,,Joint Explanatory Statement,Enacted,sub_program_level,2,Discretionary,Active,No,S021,114,NCIPC,Division of Injury Prevention,High,52,67,12,,50,67,,129
CDC-001995,2026,HHS,CDC,Injury Prevention and Control,Elderly Falls,,,Joint Explanatory Statement,Enacted,sub_program_level,3.1,Discretionary,Active,No,S021,114,NCIPC,Division of Injury Prevention,High,52,67,12,,50,67,,129
CDC-001996,2026,HHS,CDC,Injury Prevention and Control,Firearm Injury and Mortality Prevention Research,,,Joint Explanatory Statement,Enacted,sub_program_level,12.5,Discretionary,Active,No,S021,114,NCIPC,Division of Violence Prevention,High,54,93,46,,33,93,,172
CDC-001997,2026,HHS,CDC,Injury Prevention and Control,Injury Control Research Centers,,,Joint Explanatory Statement,Enacted,sub_program_level,11,Discretionary,Active,No,S021,114,NCIPC,Division of Injury Prevention,High,52,67,12,,50,67,,129
CDC-001998,2026,HHS,CDC,Injury Prevention and Control,Injury Prevention Activities,,,Joint Explanatory Statement,Enacted,sub_program_level,30,Discretionary,Active,No,S021,114,NCIPC,Division of Injury Prevention,High,52,67,12,,50,67,,129
CDC-001999,2026,HHS,CDC,Injury Prevention and Control,National Violent Death Reporting System,,,Joint Explanatory Statement,Enacted,sub_program_level,24.5,Discretionary,Active,No,S021,114,NCIPC,Division of Violence Prevention,High,54,93,46,,33,93,,172
CDC-002000,2026,HHS,CDC,Injury Prevention and Control,Opioid Overdose Prevention and Surveillance,,,Joint Explanatory Statement,Enacted,sub_program_level,505.6,Discretionary,Active,No,S021,114,NCIPC,Division of Overdose Prevention,High,0,0,177,,,,,177
CDC-002001,2026,HHS,CDC,Injury Prevention and Control,Rape Prevention,,,Joint Explanatory Statement,Enacted,sub_program_level,61.8,Discretionary,Active,No,S021,114,NCIPC,Division of Violence Prevention,High,54,93,46,,33,93,,172
CDC-002002,2026,HHS,CDC,Injury Prevention and Control,Suicide Prevention,,,Joint Explanatory Statement,Enacted,sub_program_level,30,Discretionary,Active,No,S021,114,NCIPC,Division of Injury Prevention,High,52,67,12,,50,67,,129
CDC-002003,2026,HHS,CDC,Injury Prevention and Control,Traumatic Brain Injury,,,Joint Explanatory Statement,Enacted,sub_program_level,8.3,Discretionary,Active,No,S021,114,NCIPC,Division of Injury Prevention,High,52,67,12,,50,67,,129
CDC-002004,2026,HHS,CDC,Injury Prevention and Control,Youth Violence Prevention,,,Joint Explanatory Statement,Enacted,sub_program_level,18.1,Discretionary,Active,No,S021,114,NCIPC,Division of Violence Prevention,High,54,93,46,,33,93,,172
CDC-002005,2026,HHS,CDC,Injury Prevention and Control,Domestic Violence and Sexual Violence,Child Maltreatment,,Joint Explanatory Statement,Enacted,sub_program_2_level,7.3,Discretionary,Active,Non-add,S021,114,NCIPC,Division of Violence Prevention,High,54,93,46,,33,93,,172
CDC-002006,2026,HHS,CDC,Injury Prevention and Control,Domestic Violence and Sexual Violence,Child Sexual Abuse Prevention,,Joint Explanatory Statement,Enacted,sub_program_2_level,3,Discretionary,Active,Non-add,S021,114,NCIPC,Division of Violence Prevention,High,54,93,46,,33,93,,172
CDC-002009,2026,HHS,CDC,Occupational Safety and Health,Education and Research Centers,,,Joint Explanatory Statement,Enacted,sub_program_level,32,Discretionary,Active,No,S021,150,NIOSH,Office of the Director,High,0,0,,,230,,,230
CDC-002010,2026,HHS,CDC,Occupational Safety and Health,Firefighter Cancer Registry,,,Joint Explanatory Statement,Enacted,sub_program_level,6.5,Discretionary,Active,No,S021,150,NIOSH,Division of Field Studies and Engineering,High,0,0,,,111,,,111
CDC-002011,2026,HHS,CDC,Occupational Safety and Health,Mining Research,,,Joint Explanatory Statement,Enacted,sub_program_level,68.5,Discretionary,Active,No,S021,150,NIOSH,Pittsburgh Mining Research Division; Spokane Mining Research Division,High,0,0,,,159,,,159
CDC-002012,2026,HHS,CDC,Occupational Safety and Health,National Mesothelioma Registry and Tissue Bank,,,Joint Explanatory Statement,Enacted,sub_program_level,1.2,Discretionary,Active,No,S021,150,NIOSH,Office of the Director,High,0,0,,,230,,,230
CDC-002013,2026,HHS,CDC,Occupational Safety and Health,National Occupational Research Agenda,,,Joint Explanatory Statement,Enacted,sub_program_level,120.5,Discretionary,Active,No,S021,150,NIOSH,Office of the Director,High,0,0,,,230,,,230
CDC-002014,2026,HHS,CDC,Occupational Safety and Health,Other Occupational Safety and Health Research,,,Joint Explanatory Statement,Enacted,sub_program_level,115.1,Discretionary,Active,No,S021,150,NIOSH,Office of the Director,Low,0,0,,,230,,,230
CDC-002015,2026,HHS,CDC,Occupational Safety and Health,Personal Protective Technology,,,Joint Explanatory Statement,Enacted,sub_program_level,23,Discretionary,Active,No,S021,150,NIOSH,National Personal Protective Technology Laboratory,High,0,0,,,87,,,87
CDC-002016,2026,HHS,CDC,Occupational Safety and Health,National Occupational Research Agenda,"Agriculture, Forestry, and Fishing",,Joint Explanatory Statement,Enacted,sub_program_2_level,30,Discretionary,Active,Non-add,S021,150,NIOSH,Western States Division,High,0,0,,,19,,,19
CDC-002017,2026,HHS,CDC,Occupational Safety and Health,Other Occupational Safety and Health Research,Total Worker Health,,Joint Explanatory Statement,Enacted,sub_program_2_level,11.8,Discretionary,Active,Non-add,S021,150,NIOSH,Office of the Director,Low,0,0,,,230,,,230
CDC-002018,2026,HHS,CDC,EEOICPA,,,,Joint Explanatory Statement,Enacted,program_level,55.4,Mandatory,Active,No,S021,16,NIOSH,Division of Compensation Analysis and Support,High,0,0,,,28,,,28
CDC-002019,2026,HHS,CDC,EEOICPA,,,,Joint Explanatory Statement,Enacted,program_level,55.4,Total,Active,No,S021,16,NIOSH,Division of Compensation Analysis and Support,High,0,0,,,28,,,28
CDC-002022,2026,HHS,CDC,Global Health,Global HIV/AIDS Program,,,Joint Explanatory Statement,Enacted,sub_program_level,128.9,Discretionary,Active,No,S021,160,GHC,Division of Global HIV and TB,High,23,119,380,,27,119,,526
CDC-002023,2026,HHS,CDC,Global Health,Global Public Health Protection,,,Joint Explanatory Statement,Enacted,sub_program_level,293.2,Discretionary,Active,No,S021,160,GHC,Division of Global Health Protection,High,0,0,212,,,,,212
CDC-002024,2026,HHS,CDC,Global Health,Global Tuberculosis,,,Joint Explanatory Statement,Enacted,sub_program_level,11.7,Discretionary,Active,No,S021,160,GHC,Division of Global HIV and TB,High,23,119,380,,27,119,,526
CDC-002025,2026,HHS,CDC,Global Health,Measles and Other Vaccine Preventable Diseases,,,Joint Explanatory Statement,Enacted,sub_program_level,50,Discretionary,Active,No,S021,160,GHC,Global Immunization Division,High,0,0,166,,,,,166
CDC-002026,2026,HHS,CDC,Global Health,Parasitic Diseases and Malaria,,,Joint Explanatory Statement,Enacted,sub_program_level,29,Discretionary,Active,No,S021,160,GHC,Division of Global Health Protection,Medium,0,0,212,,,,,212
CDC-002027,2026,HHS,CDC,Global Health,Polio Eradication,,,Joint Explanatory Statement,Enacted,sub_program_level,180,Discretionary,Active,No,S021,160,GHC,Global Immunization Division,High,0,0,166,,,,,166
CDC-002030,2026,HHS,CDC,Public Health Preparedness and Response,Academic Centers for Public Health Preparedness,,,Joint Explanatory Statement,Enacted,sub_program_level,9.2,Discretionary,Active,No,S021,170,ORR,Division of Readiness and Response Science,High,0,0,59,,,,,59
CDC-002031,2026,HHS,CDC,Public Health Preparedness and Response,CDC Preparedness and Response,,,Joint Explanatory Statement,Enacted,sub_program_level,139,Discretionary,Active,No,S021,170,ORR,Division of State and Local Readiness,High,0,0,150,0,0,0,0,150
CDC-002032,2026,HHS,CDC,Public Health Preparedness and Response,Public Health Emergency Preparedness Cooperative Agreement,,,Joint Explanatory Statement,Enacted,sub_program_level,735,Discretionary,Active,No,S021,170,ORR,Division of State and Local Readiness,High,0,0,150,,,,,150
CDC-002033,2026,HHS,CDC,Public Health Preparedness and Response,Ready Response Enterprise Data Integration Platform/Forecasting and Outbreak Analytics,,,Joint Explanatory Statement,Enacted,sub_program_level,30,Discretionary,Active,No,S021,170,ORR,Center for Forecasting and Outbreak Analytics,High,0,0,51,,27,,,78
CDC-002037,2026,HHS,CDC,Buildings and Facilities,Buildings and Facilities,,,Joint Explanatory Statement,Enacted,sub_program_level,40,Discretionary,Active,No,S021,210,OD,Office of the Director,Medium,0,0,,,0,,,230
CDC-002041,2026,HHS,CDC,CDC-Wide Activities and Program Support,Infectious Diseases Rapid Response Reserve Fund,,,Joint Explanatory Statement,Enacted,sub_program_level,25,Discretionary,Active,No,S021,180,ORR,Office of Readiness and Response ,High,0,0,527,,27,,,554
CDC-002042,2026,HHS,CDC,CDC-Wide Activities and Program Support,Preventive Health and Health Services Block Grant Transfer from the Prevention and Public Health Fund,,,Joint Explanatory Statement,Enacted,sub_program_level,160,PPHF,Active,No,S021,180,PHIC,"National Center for State, Tribal, Local, and Territorial Public Health Infrastructure and Workforce",High,0,0,321,,313,,,634
CDC-002043,2026,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Infrastructure and Capacity,,,Joint Explanatory Statement,Enacted,sub_program_level,360,Total,Active,No,S021,180,PHIC,"National Center for State, Tribal, Local, and Territorial Public Health Infrastructure and Workforce",High,0,0,321,,313,,,634
CDC-002044,2026,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Leadership and Support & Office of the Director,,,Joint Explanatory Statement,Enacted,sub_program_level,101.6,Discretionary,Active,No,S021,180,PHIC,"National Center for State, Tribal, Local, and Territorial Public Health Infrastructure and Workforce",HIgh,0,0,321,,313,,,634
CDC-002045,2026,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Infrastructure and Capacity,Public Health Infrastructure and Capacity Transfer from the Prevention and Public Health Fund,,Joint Explanatory Statement,Enacted,sub_program_2_level,90,PPHF,Active,Subcomponent,S021,180,PHIC,"National Center for State, Tribal, Local, and Territorial Public Health Infrastructure and Workforce",High,0,0,321,,313,,,634
CDC-002046,2026,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Infrastructure and Capacity,Public Health Infrastructure and Capacity appropriations,,Joint Explanatory Statement,Enacted,sub_program_2_level,270,Discretionary,Active,Subcomponent,S021,180,PHIC,"National Center for State, Tribal, Local, and Territorial Public Health Infrastructure and Workforce",High,0,0,321,,313,,,634
CDC-002047,2026,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Leadership and Support & Office of the Director,John R. Lewis Undergraduate Public Health Scholars Program,,Joint Explanatory Statement,Enacted,sub_program_2_level,6.5,Discretionary,Active,Non-add,S021,180,PHIC,"National Center for State, Tribal, Local, and Territorial Public Health Infrastructure and Workforce",HIgh,0,0,321,,313,,,634
CDC-002048,2026,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Leadership and Support & Office of the Director,NASEM Study,,Joint Explanatory Statement,Enacted,sub_program_2_level,1,Discretionary,Active,Non-add,S021,180,PHIC,"National Center for State, Tribal, Local, and Territorial Public Health Infrastructure and Workforce",HIgh,0,0,321,,313,,,634
CDC-002049,2026,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Leadership and Support & Office of the Director,Office of Rural Health,,Joint Explanatory Statement,Enacted,sub_program_2_level,6,Discretionary,Active,Non-add,S021,180,PHIC,"National Center for State, Tribal, Local, and Territorial Public Health Infrastructure and Workforce",HIgh,0,0,321,,313,,,634
CDC-002062,2027,HHS,CDC,Immunization and Respiratory Diseases,Influenza Planning and Response,,,Congressional Justification,Request,sub_program_level,231.4,Discretionary,Active,No,S023,23,NCIRD,National Center for Immunization and Respiratory Diseases,High,2,18,939,,159,18,,1116
CDC-002063,2027,HHS,CDC,Immunization and Respiratory Diseases,Immunization and Other Respiratory Diseases,Immunization Program,,Congressional Justification,Request,sub_program_2_level,731.9,Discretionary,Active,Subcomponent,S023,23,NCIRD,National Center for Immunization and Respiratory Diseases,High,2,18,939,,159,18,,1116
CDC-002064,2027,HHS,CDC,Immunization and Respiratory Diseases,Immunization and Other Respiratory Diseases,Immunization Program (PPHF),,Congressional Justification,Request,sub_program_2_level,0,PPHF,Proposed Elimination,Subcomponent,S023,23,NCIRD,National Center for Immunization and Respiratory Diseases,High,2,18,939,,159,18,,1116
CDC-002067,2027,HHS,CDC,"Viral Hepatitis, Sexually Transmitted Infections, and Tuberculosis Prevention","Consolidated Hepatitis, Sexually Transmitted Infections, and Tuberculosis Prevention Grant",,,Congressional Justification,Request,sub_program_level,300,Discretionary,Active,No,S023,31,NCHHSTP,Division of Sexually Transmitted Disease Prevention; Division of Tuberculosis Elimination; Division of Viral Hepatitis,High,3,13,346,13,105,0,0,464
CDC-002071,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Antimicrobial Resistance Initiative,,,Congressional Justification,Request,sub_program_level,219.3,Discretionary,Active,No,S023,34,NCEZID,Division of Healthcare Quality Promotion,High,0,0,370,,,,,370
CDC-002072,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Vector-borne Diseases,,,Congressional Justification,Request,sub_program_level,87.8,Discretionary,Active,No,S023,34,NCEZID,Division of Vectorborne Diseases,High,0,0,189,,,,,189
CDC-002073,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Prion Disease,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,S023,34,NCEZID,Division of High Consequence Pathogens and Pathology,High,0,0,166,,6,,,172
CDC-002074,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Chronic Fatigue Syndrome,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,S023,34,NCEZID,Division of High Consequence Pathogens and Pathology,High,0,0,166,,6,,,172
CDC-002075,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Emerging Infectious Diseases,,,Congressional Justification,Request,sub_program_level,303.9,Discretionary,Active,No,S023,34,NCEZID,Division of High Consequence Pathogens and Pathology,High,0,0,166,,6,,,172
CDC-002076,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Food Safety,,,Congressional Justification,Request,sub_program_level,107,Discretionary,Active,No,S023,34,NCEZID,"Division of Foodborne, Waterborne, and Environmental Diseases",High,0,0,221,,,,,221
CDC-002077,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,National Health Care Safety Network,,,Congressional Justification,Request,sub_program_level,24,Discretionary,Active,No,S023,34,NCEZID,Division of Healthcare Quality Promotion,High,0,0,370,,,,,370
CDC-002078,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Travel and Port Health Protection,,,Congressional Justification,Request,sub_program_level,79.8,Discretionary,Active,No,S023,34,NCEZID,Division of Global Migration Health,High,0,0,186,,,,,186
CDC-002079,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Advanced Molecular Detection (AMD),,,Congressional Justification,Request,sub_program_level,66,Discretionary,Active,No,S023,34,NCEZID,Division of Infectious Disease Readiness and Innovation,High,0,0,139,,,,,139
CDC-002080,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Harmful Algal Blooms,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,S023,34,NCEZID,"Division of Foodborne, Waterborne, and Environmental Diseases",High,0,0,221,,,,,221
CDC-002081,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Epi and Lab Capacity Program,,,Congressional Justification,Request,sub_program_level,40,Total,Active,No,S023,34,NCEZID,Division of Infectious Disease Readiness and Innovation,High,0,0,139,,,,,139
CDC-002082,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Healthcare-Associated Infections (PPHF),,,Congressional Justification,Request,sub_program_level,0,PPHF,Proposed Elimination,No,S023,34,NCEZID,Division of High Consequence Pathogens and Pathology,High,0,0,166,,6,,,172
CDC-002083,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Epi and Lab Capacity Program,Epi and Lab Capacity program (BA),,Congressional Justification,Request,sub_program_2_level,40,Discretionary,Active,Subcomponent,S023,34,NCEZID,Division of Infectious Disease Readiness and Innovation,High,0,0,139,,,,,139
CDC-002084,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Epi and Lab Capacity Program,Epi and Lab Capacity program (PPHF),,Congressional Justification,Request,sub_program_2_level,0,PPHF,Proposed Elimination,Subcomponent,S023,34,NCEZID,Division of Infectious Disease Readiness and Innovation,High,0,0,139,,,,,139
CDC-002088,2027,HHS,CDC,National Center for Chemicals and Toxins,Environmental Health Laboratory,,,Congressional Justification,Request,sub_program_level,70.8,Discretionary,Active,No,S023,51,NCEH,Division of Laboratory Sciences,High,0,0,282,,,,,282
CDC-002089,2027,HHS,CDC,National Center for Chemicals and Toxins,Environmental Health Activities,,,Congressional Justification,Request,sub_program_level,35.6,Discretionary,Active,No,S023,51,NCEH,Division of Environmental Health Science and Practice,High,0,0,,,171,,,171
CDC-002090,2027,HHS,CDC,National Center for Chemicals and Toxins,Environmental Health Activities,Climate and Health,,Congressional Justification,Request,sub_program_2_level,0,Discretionary,Proposed Elimination,Subcomponent,S023,51,NCEH,Division of Environmental Health Science and Practice,High,0,0,,,171,,,171
CDC-002091,2027,HHS,CDC,National Center for Chemicals and Toxins,Environmental Health Activities,Trevor's Law,,Congressional Justification,Request,sub_program_2_level,0,Discretionary,Proposed Elimination,Subcomponent,S023,51,NCEH,Division of Environmental Health Science and Practice,High,0,0,,,171,,,171
CDC-002092,2027,HHS,CDC,National Center for Chemicals and Toxins,Environmental Health Activities,Environmental and Health Outcome Tracking Network,,Congressional Justification,Request,sub_program_2_level,0,Discretionary,Proposed Elimination,Subcomponent,S023,51,NCEH,Division of Environmental Health Science and Practice,High,0,0,,,171,,,171
CDC-002093,2027,HHS,CDC,National Center for Chemicals and Toxins,Environmental Health Activities,Asthma,,Congressional Justification,Request,sub_program_2_level,0,Discretionary,Proposed Elimination,Subcomponent,S023,51,NCEH,Division of Environmental Health Science and Practice,High,0,0,,,171,,,171
CDC-002094,2027,HHS,CDC,National Center for Chemicals and Toxins,Lead Exposure Registry,,,Congressional Justification,Request,sub_program_level,5,Discretionary,Active,No,S023,51,NCEH,Division of Environmental Health Science and Practice,High,0,0,,,171,,,171
CDC-002095,2027,HHS,CDC,National Center for Chemicals and Toxins,Childhood Lead Poisoning Prevention,,,Congressional Justification,Request,sub_program_level,51,Total,Active,No,S023,51,NCEH,Division of Environmental Health Science and Practice,High,0,0,,,171,,,171
CDC-002096,2027,HHS,CDC,National Center for Chemicals and Toxins,National Occupational Research Agenda (NORA),,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,S023,51,NIOSH,Office of the Director,High,0,0,,,230,,,230
CDC-002097,2027,HHS,CDC,National Center for Chemicals and Toxins,Education and Research Centers,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,S023,51,NIOSH,Office of the Director,High,0,0,,,230,,,230
CDC-002098,2027,HHS,CDC,National Center for Chemicals and Toxins,Occupational Safety and Health Research and Services,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,S023,51,NIOSH,Office of the Director,Low,0,0,,,230,,,230
CDC-002099,2027,HHS,CDC,National Center for Chemicals and Toxins,Personal Protective Technology,,,Congressional Justification,Request,sub_program_level,16,Discretionary,Active,No,S023,51,NIOSH,National Personal Protective Technology Laboratory,High,0,0,,,87,,,87
CDC-002100,2027,HHS,CDC,National Center for Chemicals and Toxins,Mining Research,,,Congressional Justification,Request,sub_program_level,68.5,Discretionary,Active,No,S023,51,NIOSH,Pittsburgh Mining Research Division; Spokane Mining Research Division,High,0,0,,,159,,,159
CDC-002101,2027,HHS,CDC,National Center for Chemicals and Toxins,National Mesothelioma Registry and Tissue Bank,,,Congressional Justification,Request,sub_program_level,1.2,Discretionary,Active,No,S023,51,NIOSH,Office of the Director,High,0,0,,,230,,,230
CDC-002102,2027,HHS,CDC,National Center for Chemicals and Toxins,Firefighter Cancer Registry,,,Congressional Justification,Request,sub_program_level,6.5,Discretionary,Active,No,S023,51,NIOSH,Division of Field Studies and Engineering,High,0,0,,,111,,,111
CDC-002103,2027,HHS,CDC,National Center for Chemicals and Toxins,National Institute for Environmental Health Sciences,,,Congressional Justification,Request,sub_program_level,594.1,Discretionary,Active,No,S023,51,,,,,,,,,,,
CDC-002104,2027,HHS,CDC,National Center for Chemicals and Toxins,National Institute for Environmental Health Sciences Interior-Superfund,,,Congressional Justification,Request,sub_program_level,51.8,Discretionary,Active,No,S023,51,,,,,,,,,,,
CDC-002105,2027,HHS,CDC,National Center for Chemicals and Toxins,National Center for Toxicological Research,,,Congressional Justification,Request,sub_program_level,56.3,Discretionary,Active,No,S023,51,,,,,,,,,,,
CDC-002106,2027,HHS,CDC,National Center for Chemicals and Toxins,Agency for Toxic Substances and Disease Registry,,,Congressional Justification,Request,sub_program_level,78,Discretionary,Active,No,S023,51,,,,,,,,,,,
CDC-002107,2027,HHS,CDC,National Center for Chemicals and Toxins,Environmental Health Activities,Environmental Health Threats Prevention,,Congressional Justification,Request,sub_program_2_level,17,Discretionary,Active,Subcomponent,S023,51,NCEH,Division of Environmental Health Science and Practice,High,0,0,,,171,,,171
CDC-002108,2027,HHS,CDC,National Center for Chemicals and Toxins,Environmental Health Activities,Safe Water,,Congressional Justification,Request,sub_program_2_level,8.6,Discretionary,Active,Subcomponent,S023,51,NCEH,Division of Environmental Health Science and Practice,High,0,0,,,171,,,171
CDC-002109,2027,HHS,CDC,National Center for Chemicals and Toxins,Environmental Health Activities,Amyotrophic Lateral Sclerosis Registry (ALS),,Congressional Justification,Request,sub_program_2_level,10,Discretionary,Active,Subcomponent,S023,51,NCEH,Division of Environmental Health Science and Practice,High,0,0,,,171,,,171
CDC-002110,2027,HHS,CDC,National Center for Chemicals and Toxins,Childhood Lead Poisoning Prevention,Childhood Lead Poisoning Prevention,,Congressional Justification,Request,sub_program_2_level,51,Discretionary,Active,Subcomponent,S023,51,NCEH,Division of Environmental Health Science and Practice,High,0,0,,,171,,,171
CDC-002111,2027,HHS,CDC,National Center for Chemicals and Toxins,Childhood Lead Poisoning Prevention,Childhood Lead Poisoning Prevention (PPHF),,Congressional Justification,Request,sub_program_2_level,0,PPHF,Proposed Elimination,Subcomponent,S023,51,NCEH,Division of Environmental Health Science and Practice,High,0,0,,,171,,,171
CDC-002115,2027,HHS,CDC,Public Health Scientific Services,"Surveillance, Epidemiology, and Informatics",,,Congressional Justification,Request,sub_program_level,327.6,Discretionary,Active,No,S023,72,PHSS,"Office of Public Health Data, Surveillance, and Technology",High,0,0,227,,54,,,281
CDC-002116,2027,HHS,CDC,Public Health Scientific Services,Advancing Laboratory Science,,,Congressional Justification,Request,sub_program_level,26,Discretionary,Active,No,S023,72,PHSS,Office of Laboratory Systems and Response,High,0,0,321,,313,,,634
CDC-002117,2027,HHS,CDC,Public Health Scientific Services,Public Health Data Modernization,,,Congressional Justification,Request,sub_program_level,280,Total,Active,No,S023,72,PHSS,"Office of Public Health Data, Surveillance, and Technology",High,0,0,227,,54,,,281
CDC-002118,2027,HHS,CDC,Public Health Scientific Services,Public Health Workforce,,,Congressional Justification,Request,sub_program_level,71,Discretionary,Active,No,S023,72,PHSS,Division of Workforce Development,High,0,0,200,,169,,,369
CDC-002119,2027,HHS,CDC,Public Health Scientific Services,Public Health Data Modernization,Public Health Data Modernization,,Congressional Justification,Request,sub_program_2_level,75,Discretionary,Active,Subcomponent,S023,72,PHSS,"Office of Public Health Data, Surveillance, and Technology",High,0,0,227,,54,,,281
CDC-002120,2027,HHS,CDC,Public Health Scientific Services,Public Health Data Modernization,Public Health Data Modernization (PHS Eval),,Congressional Justification,Request,sub_program_2_level,205,PHS Evaluation,Active,Subcomponent,S023,72,PHSS,"Office of Public Health Data, Surveillance, and Technology",High,0,0,227,,54,,,281
CDC-002123,2027,HHS,CDC,Global Health,Global HIV/AIDS Program,,,Congressional Justification,Request,sub_program_level,128.9,Discretionary,Active,No,S023,82,GHC,Division of Global HIV and TB,High,23,119,380,,27,119,,526
CDC-002124,2027,HHS,CDC,Global Health,Global Tuberculosis,,,Congressional Justification,Request,sub_program_level,11.7,Discretionary,Active,No,S023,82,GHC,Division of Global HIV and TB,High,23,119,380,,27,119,,526
CDC-002125,2027,HHS,CDC,Global Health,Global Immunization Program,,,Congressional Justification,Request,sub_program_level,230,Discretionary,Active,No,S023,82,GHC,Global Immunization Division,High,0,0,166,,,,,166
CDC-002126,2027,HHS,CDC,Global Health,Global Public Health Protection,,,Congressional Justification,Request,sub_program_level,293.2,Discretionary,Active,No,S023,82,GHC,Division of Global Health Protection,High,0,0,212,,,,,212
CDC-002127,2027,HHS,CDC,Global Health,Global Immunization Program,Polio Eradication,,Congressional Justification,Request,sub_program_2_level,180,Discretionary,Active,Subcomponent,S023,82,GHC,Global Immunization Division,High,0,0,166,,,,,166
CDC-002128,2027,HHS,CDC,Global Health,Global Immunization Program,Measles and Other Vaccine Preventable Diseases,,Congressional Justification,Request,sub_program_2_level,50,Discretionary,Active,Subcomponent,S023,82,GHC,Global Immunization Division,High,0,0,166,,,,,166
