unique_id,fiscal_year,agency,sub_agency,program,sub_program,sub_program_2,sub_program_3,budget_source,budget_stage,granularity,amount_millions,funding_type,program_status,is_non_add,notes,source_id,source_page
CDC-002132,2027,HHS,CDC,Public Health Preparedness and Response,Academic Centers for Public Health Preparedness,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,,S023,90
CDC-002133,2027,HHS,CDC,Public Health Preparedness and Response,CDC Preparedness and Response,,,Congressional Justification,Request,sub_program_level,139,Discretionary,Active,No,,S023,90
CDC-002134,2027,HHS,CDC,CDC-Wide Activities and Program Support,,,,Congressional Justification,Request,program_level,361.57,Discretionary,Active,No,,S023,94
CDC-002135,2027,HHS,CDC,CDC-Wide Activities and Program Support,,,,Congressional Justification,Request,program_level,0,PPHF,Proposed Elimination,No,,S023,94
CDC-002136,2027,HHS,CDC,CDC-Wide Activities and Program Support,,,,Congressional Justification,Request,program_level,361.57,Total,Active,No,,S023,94
CDC-002137,2027,HHS,CDC,CDC-Wide Activities and Program Support,Preventive Health and Health Services Block Grant (PPHF),,,Congressional Justification,Request,sub_program_level,0,PPHF,Proposed Elimination,No,PPHF eliminated in FY2027 PB.,S023,94
CDC-002138,2027,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Leadership and Support,,,Congressional Justification,Request,sub_program_level,101.57,Discretionary,Active,No,,S023,94
CDC-002139,2027,HHS,CDC,CDC-Wide Activities and Program Support,Infectious Disease Rapid Response Reserve Fund,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Active,No,No new BA proposed for FY2027; program continues with prior-year unobligated balances. Source: footnote 4 p.94.,S023,94
CDC-002140,2027,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Infrastructure and Capacity,,,Congressional Justification,Request,sub_program_level,260,Total,Active,No,,S023,94
CDC-002141,2027,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Infrastructure and Capacity,Public Health Infrastructure and Capacity ,,Congressional Justification,Request,sub_program_2_level,260,Discretionary,Active,Subcomponent,Public Health Infrastructure and Capacity (BA). Non-add under program total.,S023,94
CDC-002142,2027,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Infrastructure and Capacity,Public Health Infrastructure and Capacity (PPHF),,Congressional Justification,Request,sub_program_2_level,0,PPHF,Proposed Elimination,Subcomponent,Public Health Infrastructure and Capacity (PPHF). PPHF eliminated in FY2027 PB.,S023,94
CDC-002143,2027,HHS,CDC,Buildings and Facilities,,,,Congressional Justification,Request,program_level,40,Discretionary,Active,No,,S023,99
CDC-002144,2027,HHS,CDC,Buildings and Facilities,,,,Congressional Justification,Request,program_level,40,Total,Active,No,,S023,99
CDC-002145,2027,HHS,CDC,Buildings and Facilities,Buildings and Facilities,,,Congressional Justification,Request,sub_program_level,40,Discretionary,Active,No,,S023,99
CDC-002146,2027,HHS,CDC,EEOICPA,,,,Congressional Justification,Request,program_level,50.763,Mandatory,Active,No,EEOICPA levels reflect post-sequester amounts. Source: footnote 7 p.13.,S023,13
CDC-002147,2027,HHS,CDC,EEOICPA,,,,Congressional Justification,Request,program_level,50.763,Total,Active,No,EEOICPA levels reflect post-sequester amounts. Source: footnote 7 p.13.,S023,13
CDC-002148,2027,HHS,CDC,World Trade Center Health Program,,,,Congressional Justification,Request,program_level,954.82,Mandatory,Active,No,WTC Health Program reflects Federal share estimated obligations only. Source: footnote 8 p.13.,S023,13
CDC-002149,2027,HHS,CDC,World Trade Center Health Program,,,,Congressional Justification,Request,program_level,954.82,Total,Active,No,WTC Health Program reflects Federal share estimated obligations only. Source: footnote 8 p.13.,S023,13
CDC-002150,2027,HHS,CDC,Vaccines for Children (VFC),,,,Congressional Justification,Request,program_level,6783.662,Mandatory,Active,No,"Current law mandatory. Updated levels driven by changes in COVID vaccine purchase demand. Mandatory amounts reflect funding provided by the Consolidated Appropriations Act, 2026.",S023,13
CDC-002151,2027,HHS,CDC,Vaccines for Children (VFC),,,,Congressional Justification,Request,program_level,6783.662,Total,Active,No,"Current law mandatory. Updated levels driven by changes in COVID vaccine purchase demand. Mandatory amounts reflect funding provided by the Consolidated Appropriations Act, 2026.",S023,13
CDC-002152,2027,HHS,CDC,User Fees,,,,Congressional Justification,Request,program_level,2.226,User Fees,Active,No,,S023,13
CDC-002153,2027,HHS,CDC,User Fees,,,,Congressional Justification,Request,program_level,2.226,Total,Active,No,,S023,13
CDC-002154,2027,HHS,AHA,Chronic Disease and Health Prevention,,,,Congressional Justification,Request,program_level,448.049,Discretionary,Proposed Transfer to AHA,No,Subtotal from AHA All-Purpose Table p.19. Includes Cancer Prevention and Control ($413.049M) and All Other Chronic Disease ($35.000M). All PPHF lines $0 (proposed elimination).,S024,19
CDC-002155,2027,HHS,AHA,Chronic Disease and Health Prevention,,,,Congressional Justification,Request,program_level,0,PPHF,Proposed Elimination,No,PPHF eliminated in FY2027 PB.,S024,19
CDC-002156,2027,HHS,AHA,Chronic Disease and Health Prevention,,,,Congressional Justification,Request,program_level,448.049,Total,Proposed Transfer to AHA,No,,S024,19
CDC-002157,2027,HHS,AHA,Chronic Disease and Health Prevention,Tobacco Prevention and Control,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,19
CDC-002158,2027,HHS,AHA,Chronic Disease and Health Prevention,Tobacco Prevention and Control PPHF,,,Congressional Justification,Request,sub_program_level,0,PPHF,Proposed Elimination,No,PPHF eliminated in FY2027 PB.,S024,19
CDC-002159,2027,HHS,AHA,Chronic Disease and Health Prevention,"Nutrition, Physical Activity and Obesity",,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,19
CDC-002160,2027,HHS,AHA,Chronic Disease and Health Prevention,School Health,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,19
CDC-002161,2027,HHS,AHA,Chronic Disease and Health Prevention,All other Chronic Disease/Health Promotion,,,Congressional Justification,Request,sub_program_level,35,Discretionary,Proposed Transfer to AHA,No,Funded amount reflects Alzheimer's Program ($35.000M non-add). All other sub-items $0.,S024,19
CDC-002162,2027,HHS,AHA,Chronic Disease and Health Prevention,All other Chronic Disease/Health Promotion,Vision and Eye Health (including Glaucoma),,Congressional Justification,Request,sub_program_2_level,0,Discretionary,Proposed Elimination,Non-add,Proposed elimination in FY2027 PB.,S024,20
CDC-002163,2027,HHS,AHA,Chronic Disease and Health Prevention,All other Chronic Disease/Health Promotion,Alzheimer's Program,,Congressional Justification,Request,sub_program_2_level,35,Discretionary,Proposed Transfer to AHA,Non-add,,S024,20
CDC-002164,2027,HHS,AHA,Chronic Disease and Health Prevention,All other Chronic Disease/Health Promotion,Inflammatory Bowel Disease,,Congressional Justification,Request,sub_program_2_level,0,Discretionary,Proposed Elimination,Non-add,Proposed elimination in FY2027 PB.,S024,20
CDC-002165,2027,HHS,AHA,Chronic Disease and Health Prevention,All other Chronic Disease/Health Promotion,Interstitial Cystitis,,Congressional Justification,Request,sub_program_2_level,0,Discretionary,Proposed Elimination,Non-add,Proposed elimination in FY2027 PB.,S024,20
CDC-002166,2027,HHS,AHA,Chronic Disease and Health Prevention,All other Chronic Disease/Health Promotion,Excessive Alcohol Use,,Congressional Justification,Request,sub_program_2_level,0,Discretionary,Proposed Elimination,Non-add,Proposed elimination in FY2027 PB.,S024,20
CDC-002167,2027,HHS,AHA,Chronic Disease and Health Prevention,All other Chronic Disease/Health Promotion,Chronic Kidney Disease,,Congressional Justification,Request,sub_program_2_level,0,Discretionary,Proposed Elimination,Non-add,Proposed elimination in FY2027 PB.,S024,20
CDC-002168,2027,HHS,AHA,Chronic Disease and Health Prevention,All other Chronic Disease/Health Promotion PPHF,,,Congressional Justification,Request,sub_program_level,0,PPHF,Proposed Elimination,No,PPHF eliminated in FY2027 PB.,S024,20
CDC-002169,2027,HHS,AHA,Chronic Disease and Health Prevention,All other Chronic Disease/Health Promotion PPHF,Million Hearts PPHF,,Congressional Justification,Request,sub_program_2_level,0,PPHF,Proposed Elimination,Non-add,PPHF eliminated in FY2027 PB.,S024,20
CDC-002170,2027,HHS,AHA,Chronic Disease and Health Prevention,All other Chronic Disease/Health Promotion PPHF,National Early Child Care Collaboratives PPHF,,Congressional Justification,Request,sub_program_2_level,0,PPHF,Proposed Elimination,Non-add,PPHF eliminated in FY2027 PB.,S024,20
CDC-002171,2027,HHS,AHA,Chronic Disease and Health Prevention,All other Chronic Disease/Health Promotion PPHF,Hospitals Promoting Breastfeeding PPHF,,Congressional Justification,Request,sub_program_2_level,0,PPHF,Proposed Elimination,Non-add,PPHF eliminated in FY2027 PB.,S024,20
CDC-002172,2027,HHS,AHA,Chronic Disease and Health Prevention,Prevention Research Centers,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,20
CDC-002173,2027,HHS,AHA,Chronic Disease and Health Prevention,Heart Disease and Stroke,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,20
CDC-002174,2027,HHS,AHA,Chronic Disease and Health Prevention,Heart Disease and Stroke PPHF,,,Congressional Justification,Request,sub_program_level,0,PPHF,Proposed Elimination,No,PPHF eliminated in FY2027 PB.,S024,20
CDC-002175,2027,HHS,AHA,Chronic Disease and Health Prevention,Diabetes,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,20
CDC-002176,2027,HHS,AHA,Chronic Disease and Health Prevention,Diabetes PPHF,,,Congressional Justification,Request,sub_program_level,0,PPHF,Proposed Elimination,No,PPHF eliminated in FY2027 PB.,S024,20
CDC-002177,2027,HHS,AHA,Chronic Disease and Health Prevention,National Diabetes Prevention Program,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,20
CDC-002178,2027,HHS,AHA,Chronic Disease and Health Prevention,Cancer Prevention and Control,,,Congressional Justification,Request,sub_program_level,413.049,Discretionary,Proposed Transfer to AHA,No,,S024,20
CDC-002179,2027,HHS,AHA,Chronic Disease and Health Prevention,Cancer Prevention and Control,Breast and Cervical Cancer,,Congressional Justification,Request,sub_program_2_level,236.5,Discretionary,Proposed Transfer to AHA,Non-add,,S024,20
CDC-002180,2027,HHS,AHA,Chronic Disease and Health Prevention,Cancer Prevention and Control,Breast Cancer Awareness for Young Women,,Congressional Justification,Request,sub_program_2_level,6.96,Discretionary,Proposed Transfer to AHA,Non-add,,S024,20
CDC-002181,2027,HHS,AHA,Chronic Disease and Health Prevention,Cancer Prevention and Control,Cancer Registries,,Congressional Justification,Request,sub_program_2_level,53.44,Discretionary,Proposed Transfer to AHA,Non-add,,S024,20
CDC-002182,2027,HHS,AHA,Chronic Disease and Health Prevention,Cancer Prevention and Control,Colorectal Cancer,,Congressional Justification,Request,sub_program_2_level,44.294,Discretionary,Proposed Transfer to AHA,Non-add,,S024,20
CDC-002183,2027,HHS,AHA,Chronic Disease and Health Prevention,Cancer Prevention and Control,Comprehensive Cancer,,Congressional Justification,Request,sub_program_2_level,22.425,Discretionary,Proposed Transfer to AHA,Non-add,,S024,20
CDC-002184,2027,HHS,AHA,Chronic Disease and Health Prevention,Cancer Prevention and Control,Johanna's Law,,Congressional Justification,Request,sub_program_2_level,12,Discretionary,Proposed Transfer to AHA,Non-add,,S024,20
CDC-002185,2027,HHS,AHA,Chronic Disease and Health Prevention,Cancer Prevention and Control,Ovarian Cancer,,Congressional Justification,Request,sub_program_2_level,15.5,Discretionary,Proposed Transfer to AHA,Non-add,,S024,20
CDC-002186,2027,HHS,AHA,Chronic Disease and Health Prevention,Cancer Prevention and Control,Prostate Cancer,,Congressional Justification,Request,sub_program_2_level,16.205,Discretionary,Proposed Transfer to AHA,Non-add,,S024,20
CDC-002187,2027,HHS,AHA,Chronic Disease and Health Prevention,Cancer Prevention and Control,Skin Cancer,,Congressional Justification,Request,sub_program_2_level,5,Discretionary,Proposed Transfer to AHA,Non-add,,S024,20
CDC-002188,2027,HHS,AHA,Chronic Disease and Health Prevention,Cancer Prevention and Control,Cancer Survivorship Research Center,,Congressional Justification,Request,sub_program_2_level,0.725,Discretionary,Proposed Transfer to AHA,Non-add,,S024,20
CDC-002189,2027,HHS,AHA,Chronic Disease and Health Prevention,Oral Health,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,20
CDC-002190,2027,HHS,AHA,Chronic Disease and Health Prevention,Safe Motherhood/Infant Health,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,20
CDC-002191,2027,HHS,AHA,Chronic Disease and Health Prevention,Arthritis,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,20
CDC-002192,2027,HHS,AHA,Chronic Disease and Health Prevention,Epilepsy,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,20
CDC-002193,2027,HHS,AHA,Chronic Disease and Health Prevention,National Lupus Patient Registry,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,20
CDC-002194,2027,HHS,AHA,Chronic Disease and Health Prevention,Racial and Ethnic Approaches to Community Health,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,20
CDC-002195,2027,HHS,AHA,Chronic Disease and Health Prevention,Social Determinants of Health,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,20
CDC-002196,2027,HHS,AHA,HIV/AIDS,,,,Congressional Justification,Request,program_level,220,Discretionary,Proposed Transfer to AHA,No,"CDC-origin HIV programs only. Domestic HIV Prevention and Research $220.000M. Ryan White programs (Parts A-F, SPNS) are AHA-origin and not included.",S024,21
CDC-002197,2027,HHS,AHA,HIV/AIDS,,,,Congressional Justification,Request,program_level,220,Total,Proposed Transfer to AHA,No,,S024,21
CDC-002198,2027,HHS,AHA,HIV/AIDS,Domestic HIV Prevention and Research,,,Congressional Justification,Request,sub_program_level,220,Discretionary,Proposed Transfer to AHA,No,,S024,21
